Generated by Rfunction:  Get.alv.mw41.edt.func2 
============> Radisonde_info:
RS_type:        RS92
RS_config:      2.02
RS_serialnum:   G3043154
RS_freq:        405.3
RS__windtype:   ccGPS
=============> Station_info:
Station:        ALVICE_RS92SGP
Latitude:       39.0563
Longitude:      -76.8755
Altitude:       53
SW version:     MW41 2.2.0
Start time:     2020-01-23 06:46:40
=============> Variables & units - Vaisala EDT
NA_numeric value:  -9999
NA_string:  xx or NA
-----------------------------
	  Variable       Unit
	      time        sec
	        xx         NA
	        Ta          K
	        RH          %
	   v(S->N)        m/s
	   u(E->W)        m/s
	    Height          m
	     press        hPa
	        Td          K
	        MR       g/Kg
	        DD        dgr
	        FF        m/s
	        xx         NA
	        xx         NA
	        xx         NA
	       Lon        dgr
	       Lat        dgr
	        xx         NA
	        xx         NA
	        xx         NA
=============> Data:
3035.55  -9999.    210.19 1.66e+00     -2.17      7.19      18708.2     66.76    182.99 1.93e-03     286.76      7.51  -9999.  -9999.  -9999.   -76.4525    39.0577  -9999.  -9999.  -9999.
3036.55  -9999.    210.22 1.66e+00     -2.20      7.20      18714.1     66.70    183.03 1.95e-03     287.01      7.52  -9999.  -9999.  -9999.   -76.4525    39.0576  -9999.  -9999.  -9999.
3037.55  -9999.    210.25 1.67e+00     -2.23      7.20      18720.1     66.63    183.07 1.97e-03     287.22      7.54  -9999.  -9999.  -9999.   -76.4524    39.0576  -9999.  -9999.  -9999.
3038.55  -9999.    210.26 1.67e+00     -2.26      7.20      18725.8     66.57    183.08 1.97e-03     287.40      7.55  -9999.  -9999.  -9999.   -76.4523    39.0576  -9999.  -9999.  -9999.
3039.55  -9999.    210.26 1.67e+00     -2.28      7.20      18731.1     66.51    183.08 1.97e-03     287.53      7.56  -9999.  -9999.  -9999.   -76.4522    39.0576  -9999.  -9999.  -9999.
3040.55  -9999.    210.25 1.68e+00     -2.29      7.21      18736.4     66.46    183.10 1.98e-03     287.62      7.56  -9999.  -9999.  -9999.   -76.4521    39.0576  -9999.  -9999.  -9999.
3041.55  -9999.    210.24 1.69e+00     -2.30      7.22      18742.3     66.39    183.12 1.99e-03     287.69      7.57  -9999.  -9999.  -9999.   -76.4520    39.0575  -9999.  -9999.  -9999.
3042.55  -9999.    210.23 1.70e+00     -2.31      7.23      18748.3     66.33    183.15 2.00e-03     287.73      7.59  -9999.  -9999.  -9999.   -76.4518    39.0575  -9999.  -9999.  -9999.
3043.55  -9999.    210.22 1.70e+00     -2.32      7.23      18753.7     66.27    183.17 2.01e-03     287.76      7.60  -9999.  -9999.  -9999.   -76.4518    39.0574  -9999.  -9999.  -9999.
3044.55  -9999.    210.21 1.71e+00     -2.32      7.24      18758.3     66.22    183.20 2.02e-03     287.77      7.61  -9999.  -9999.  -9999.   -76.4517    39.0574  -9999.  -9999.  -9999.
3045.55  -9999.    210.21 1.72e+00     -2.32      7.25      18763.2     66.17    183.21 2.03e-03     287.76      7.62  -9999.  -9999.  -9999.   -76.4517    39.0574  -9999.  -9999.  -9999.
3046.55  -9999.    210.20 1.72e+00     -2.32      7.26      18768.7     66.11    183.19 2.02e-03     287.73      7.63  -9999.  -9999.  -9999.   -76.4516    39.0574  -9999.  -9999.  -9999.
3047.55  -9999.    210.18 1.71e+00     -2.32      7.28      18774.5     66.05    183.17 2.02e-03     287.67      7.64  -9999.  -9999.  -9999.   -76.4515    39.0574  -9999.  -9999.  -9999.
3048.55  -9999.    210.16 1.72e+00     -2.31      7.29      18779.8     65.99    183.17 2.02e-03     287.59      7.65  -9999.  -9999.  -9999.   -76.4514    39.0573  -9999.  -9999.  -9999.
3049.55  -9999.    210.14 1.72e+00     -2.31      7.31      18784.4     65.94    183.17 2.02e-03     287.50      7.67  -9999.  -9999.  -9999.   -76.4513    39.0573  -9999.  -9999.  -9999.
3050.55  -9999.    210.11 1.72e+00     -2.30      7.33      18789.0     65.89    183.15 2.02e-03     287.40      7.69  -9999.  -9999.  -9999.   -76.4512    39.0573  -9999.  -9999.  -9999.
3051.55  -9999.    210.08 1.71e+00     -2.29      7.36      18794.3     65.83    183.09 2.00e-03     287.30      7.71  -9999.  -9999.  -9999.   -76.4511    39.0573  -9999.  -9999.  -9999.
3052.55  -9999.    210.04 1.71e+00     -2.29      7.38      18800.3     65.77    183.05 1.98e-03     287.22      7.73  -9999.  -9999.  -9999.   -76.4510    39.0573  -9999.  -9999.  -9999.
3053.55  -9999.    210.01 1.71e+00     -2.29      7.41      18806.4     65.70    183.03 1.98e-03     287.15      7.75  -9999.  -9999.  -9999.   -76.4510    39.0573  -9999.  -9999.  -9999.
3054.55  -9999.    209.99 1.71e+00     -2.28      7.44      18812.2     65.64    183.01 1.97e-03     287.07      7.78  -9999.  -9999.  -9999.   -76.4509    39.0573  -9999.  -9999.  -9999.
3055.55  -9999.    209.96 1.70e+00     -2.28      7.47      18817.4     65.59    182.96 1.96e-03     286.99      7.81  -9999.  -9999.  -9999.   -76.4509    39.0573  -9999.  -9999.  -9999.
3056.55  -9999.    209.94 1.69e+00     -2.28      7.51      18822.3     65.53    182.90 1.94e-03     286.88      7.85  -9999.  -9999.  -9999.   -76.4508    39.0572  -9999.  -9999.  -9999.
3057.55  -9999.    209.92 1.68e+00     -2.27      7.55      18827.1     65.48    182.87 1.93e-03     286.77      7.88  -9999.  -9999.  -9999.   -76.4507    39.0572  -9999.  -9999.  -9999.
3058.55  -9999.    209.91 1.68e+00     -2.27      7.59      18831.7     65.43    182.85 1.92e-03     286.65      7.92  -9999.  -9999.  -9999.   -76.4506    39.0571  -9999.  -9999.  -9999.
3059.55  -9999.    209.89 1.67e+00     -2.27      7.64      18836.3     65.39    182.80 1.91e-03     286.54      7.97  -9999.  -9999.  -9999.   -76.4505    39.0571  -9999.  -9999.  -9999.
3060.55  -9999.    209.88 1.65e+00     -2.27      7.68      18841.2     65.33    182.73 1.89e-03     286.44      8.01  -9999.  -9999.  -9999.   -76.4504    39.0571  -9999.  -9999.  -9999.
3061.55  -9999.    209.87 1.64e+00     -2.27      7.73      18846.8     65.27    182.69 1.87e-03     286.35      8.05  -9999.  -9999.  -9999.   -76.4503    39.0571  -9999.  -9999.  -9999.
3062.55  -9999.    209.87 1.64e+00     -2.27      7.77      18852.8     65.21    182.68 1.87e-03     286.27      8.10  -9999.  -9999.  -9999.   -76.4502    39.0571  -9999.  -9999.  -9999.
3063.55  -9999.    209.86 1.63e+00     -2.27      7.82      18859.1     65.14    182.66 1.87e-03     286.17      8.14  -9999.  -9999.  -9999.   -76.4501    39.0571  -9999.  -9999.  -9999.
3064.55  -9999.    209.85 1.62e+00     -2.27      7.87      18865.4     65.08    182.61 1.85e-03     286.06      8.19  -9999.  -9999.  -9999.   -76.4501    39.0571  -9999.  -9999.  -9999.
3065.55  -9999.    209.83 1.61e+00     -2.26      7.92      18871.0     65.02    182.58 1.84e-03     285.92      8.24  -9999.  -9999.  -9999.   -76.4500    39.0571  -9999.  -9999.  -9999.
3066.55  -9999.    209.82 1.61e+00     -2.25      7.98      18875.6     64.97    182.57 1.84e-03     285.77      8.29  -9999.  -9999.  -9999.   -76.4499    39.0570  -9999.  -9999.  -9999.
3067.55  -9999.    209.82 1.62e+00     -2.24      8.04      18880.0     64.92    182.57 1.85e-03     285.60      8.34  -9999.  -9999.  -9999.   -76.4498    39.0570  -9999.  -9999.  -9999.
3068.55  -9999.    209.82 1.61e+00     -2.23      8.09      18884.7     64.87    182.57 1.84e-03     285.42      8.39  -9999.  -9999.  -9999.   -76.4497    39.0569  -9999.  -9999.  -9999.
3069.55  -9999.    209.84 1.61e+00     -2.22      8.14      18889.5     64.82    182.55 1.84e-03     285.24      8.44  -9999.  -9999.  -9999.   -76.4496    39.0569  -9999.  -9999.  -9999.
3070.55  -9999.    209.86 1.61e+00     -2.20      8.19      18894.2     64.77    182.57 1.85e-03     285.06      8.48  -9999.  -9999.  -9999.   -76.4495    39.0569  -9999.  -9999.  -9999.
3071.55  -9999.    209.88 1.61e+00     -2.19      8.23      18899.1     64.72    182.61 1.87e-03     284.88      8.52  -9999.  -9999.  -9999.   -76.4494    39.0569  -9999.  -9999.  -9999.
3072.55  -9999.    209.91 1.62e+00     -2.17      8.27      18904.3     64.67    182.66 1.88e-03     284.69      8.55  -9999.  -9999.  -9999.   -76.4493    39.0569  -9999.  -9999.  -9999.
3073.55  -9999.    209.95 1.62e+00     -2.15      8.32      18909.5     64.61    182.68 1.89e-03     284.49      8.59  -9999.  -9999.  -9999.   -76.4492    39.0569  -9999.  -9999.  -9999.
3074.55  -9999.    209.99 1.62e+00     -2.13      8.36      18914.5     64.56    182.72 1.90e-03     284.27      8.63  -9999.  -9999.  -9999.   -76.4491    39.0568  -9999.  -9999.  -9999.
3075.55  -9999.    210.02 1.63e+00     -2.10      8.41      18919.7     64.50    182.78 1.93e-03     284.04      8.67  -9999.  -9999.  -9999.   -76.4490    39.0568  -9999.  -9999.  -9999.
3076.55  -9999.    210.03 1.64e+00     -2.08      8.45      18925.6     64.44    182.83 1.95e-03     283.82      8.71  -9999.  -9999.  -9999.   -76.4489    39.0567  -9999.  -9999.  -9999.
3077.55  -9999.    210.02 1.64e+00     -2.06      8.50      18931.9     64.38    182.82 1.95e-03     283.60      8.74  -9999.  -9999.  -9999.   -76.4487    39.0567  -9999.  -9999.  -9999.
3078.55  -9999.    210.00 1.65e+00     -2.03      8.54      18937.9     64.31    182.82 1.95e-03     283.39      8.77  -9999.  -9999.  -9999.   -76.4486    39.0567  -9999.  -9999.  -9999.
3079.55  -9999.    209.97 1.66e+00     -2.01      8.57      18943.2     64.26    182.85 1.96e-03     283.21      8.80  -9999.  -9999.  -9999.   -76.4485    39.0567  -9999.  -9999.  -9999.
3080.55  -9999.    209.94 1.68e+00     -1.99      8.60      18948.0     64.21    182.88 1.97e-03     283.05      8.83  -9999.  -9999.  -9999.   -76.4484    39.0567  -9999.  -9999.  -9999.
3081.55  -9999.    209.92 1.68e+00     -1.98      8.63      18953.0     64.16    182.88 1.97e-03     282.91      8.86  -9999.  -9999.  -9999.   -76.4484    39.0567  -9999.  -9999.  -9999.
3082.55  -9999.    209.89 1.68e+00     -1.97      8.67      18958.2     64.10    182.83 1.96e-03     282.78      8.89  -9999.  -9999.  -9999.   -76.4483    39.0567  -9999.  -9999.  -9999.
3083.55  -9999.    209.85 1.67e+00     -1.96      8.70      18963.5     64.05    182.79 1.94e-03     282.67      8.92  -9999.  -9999.  -9999.   -76.4482    39.0567  -9999.  -9999.  -9999.
3084.55  -9999.    209.81 1.68e+00     -1.95      8.74      18968.8     63.99    182.79 1.94e-03     282.59      8.96  -9999.  -9999.  -9999.   -76.4481    39.0566  -9999.  -9999.  -9999.
3085.55  -9999.    209.77 1.68e+00     -1.95      8.78      18974.3     63.93    182.77 1.94e-03     282.52      8.99  -9999.  -9999.  -9999.   -76.4480    39.0566  -9999.  -9999.  -9999.
3086.55  -9999.    209.72 1.67e+00     -1.95      8.81      18979.9     63.87    182.70 1.92e-03     282.49      9.02  -9999.  -9999.  -9999.   -76.4479    39.0566  -9999.  -9999.  -9999.
3087.55  -9999.    209.68 1.66e+00     -1.96      8.84      18985.6     63.81    182.62 1.89e-03     282.49      9.06  -9999.  -9999.  -9999.   -76.4478    39.0566  -9999.  -9999.  -9999.
3088.55  -9999.    209.65 1.65e+00     -1.97      8.87      18991.4     63.76    182.58 1.88e-03     282.52      9.09  -9999.  -9999.  -9999.   -76.4477    39.0566  -9999.  -9999.  -9999.
3089.55  -9999.    209.64 1.65e+00     -1.98      8.90      18996.8     63.70    182.56 1.87e-03     282.58      9.12  -9999.  -9999.  -9999.   -76.4476    39.0566  -9999.  -9999.  -9999.
3090.55  -9999.    209.64 1.64e+00     -2.00      8.93      19002.0     63.64    182.53 1.87e-03     282.66      9.15  -9999.  -9999.  -9999.   -76.4475    39.0566  -9999.  -9999.  -9999.
3091.55  -9999.    209.66 1.63e+00     -2.03      8.95      19007.5     63.59    182.50 1.86e-03     282.76      9.18  -9999.  -9999.  -9999.   -76.4474    39.0566  -9999.  -9999.  -9999.
3092.55  -9999.    209.70 1.61e+00     -2.05      8.98      19013.4     63.53    182.46 1.85e-03     282.87      9.21  -9999.  -9999.  -9999.   -76.4474    39.0566  -9999.  -9999.  -9999.
3093.55  -9999.    209.74 1.59e+00     -2.08      9.01      19019.2     63.47    182.43 1.84e-03     283.00      9.25  -9999.  -9999.  -9999.   -76.4473    39.0565  -9999.  -9999.  -9999.
3094.55  -9999.    209.77 1.58e+00     -2.11      9.03      19024.7     63.41    182.40 1.83e-03     283.14      9.28  -9999.  -9999.  -9999.   -76.4471    39.0565  -9999.  -9999.  -9999.
3095.55  -9999.    209.80 1.56e+00     -2.14      9.06      19030.0     63.36    182.37 1.82e-03     283.28      9.30  -9999.  -9999.  -9999.   -76.4470    39.0564  -9999.  -9999.  -9999.
3096.55  -9999.    209.82 1.55e+00     -2.17      9.07      19035.6     63.30    182.36 1.82e-03     283.42      9.33  -9999.  -9999.  -9999.   -76.4468    39.0564  -9999.  -9999.  -9999.
3097.55  -9999.    209.85 1.54e+00     -2.19      9.09      19041.6     63.24    182.34 1.82e-03     283.56      9.35  -9999.  -9999.  -9999.   -76.4467    39.0564  -9999.  -9999.  -9999.
3098.55  -9999.    209.89 1.53e+00     -2.22      9.10      19047.3     63.18    182.33 1.82e-03     283.69      9.36  -9999.  -9999.  -9999.   -76.4466    39.0564  -9999.  -9999.  -9999.
3099.55  -9999.    209.93 1.53e+00     -2.24      9.11      19052.3     63.13    182.33 1.82e-03     283.81      9.38  -9999.  -9999.  -9999.   -76.4465    39.0565  -9999.  -9999.  -9999.
3100.55  -9999.    209.97 1.52e+00     -2.26      9.11      19057.2     63.08    182.35 1.83e-03     283.90      9.39  -9999.  -9999.  -9999.   -76.4464    39.0564  -9999.  -9999.  -9999.
3101.55  -9999.    210.02 1.52e+00     -2.27      9.12      19062.3     63.02    182.38 1.84e-03     283.98      9.40  -9999.  -9999.  -9999.   -76.4463    39.0564  -9999.  -9999.  -9999.
3102.55  -9999.    210.09 1.52e+00     -2.28      9.12      19067.3     62.97    182.44 1.86e-03     284.03      9.40  -9999.  -9999.  -9999.   -76.4463    39.0563  -9999.  -9999.  -9999.
3103.55  -9999.    210.18 1.53e+00     -2.28      9.12      19072.0     62.92    182.52 1.89e-03     284.05      9.40  -9999.  -9999.  -9999.   -76.4462    39.0563  -9999.  -9999.  -9999.
3104.55  -9999.    210.26 1.53e+00     -2.28      9.11      19076.5     62.88    182.60 1.91e-03     284.05      9.39  -9999.  -9999.  -9999.   -76.4460    39.0562  -9999.  -9999.  -9999.
3105.55  -9999.    210.33 1.53e+00     -2.27      9.10      19081.2     62.83    182.64 1.93e-03     284.02      9.38  -9999.  -9999.  -9999.   -76.4459    39.0562  -9999.  -9999.  -9999.
3106.55  -9999.    210.38 1.53e+00     -2.26      9.09      19086.6     62.77    182.67 1.94e-03     283.96      9.37  -9999.  -9999.  -9999.   -76.4457    39.0562  -9999.  -9999.  -9999.
3107.55  -9999.    210.43 1.53e+00     -2.24      9.07      19092.5     62.71    182.74 1.97e-03     283.87      9.35  -9999.  -9999.  -9999.   -76.4456    39.0562  -9999.  -9999.  -9999.
3108.55  -9999.    210.47 1.55e+00     -2.21      9.06      19098.6     62.65    182.83 2.00e-03     283.74      9.32  -9999.  -9999.  -9999.   -76.4455    39.0562  -9999.  -9999.  -9999.
3109.55  -9999.    210.49 1.57e+00     -2.18      9.04      19104.4     62.59    182.91 2.03e-03     283.59      9.30  -9999.  -9999.  -9999.   -76.4454    39.0562  -9999.  -9999.  -9999.
3110.55  -9999.    210.53 1.57e+00     -2.15      9.02      19109.8     62.54    182.95 2.05e-03     283.41      9.28  -9999.  -9999.  -9999.   -76.4454    39.0562  -9999.  -9999.  -9999.
3111.55  -9999.    210.58 1.57e+00     -2.12      9.01      19114.9     62.49    182.98 2.06e-03     283.22      9.25  -9999.  -9999.  -9999.   -76.4453    39.0561  -9999.  -9999.  -9999.
3112.55  -9999.    210.65 1.58e+00     -2.08      8.99      19120.4     62.43    183.05 2.09e-03     283.01      9.23  -9999.  -9999.  -9999.   -76.4452    39.0561  -9999.  -9999.  -9999.
3113.55  -9999.    210.71 1.60e+00     -2.04      8.97      19126.0     62.37    183.16 2.14e-03     282.79      9.20  -9999.  -9999.  -9999.   -76.4451    39.0560  -9999.  -9999.  -9999.
3114.55  -9999.    210.74 1.61e+00     -1.99      8.95      19131.2     62.32    183.24 2.17e-03     282.56      9.17  -9999.  -9999.  -9999.   -76.4450    39.0560  -9999.  -9999.  -9999.
3115.55  -9999.    210.74 1.61e+00     -1.95      8.93      19136.0     62.27    183.25 2.17e-03     282.32      9.14  -9999.  -9999.  -9999.   -76.4448    39.0560  -9999.  -9999.  -9999.
3116.55  -9999.    210.73 1.61e+00     -1.91      8.91      19141.1     62.22    183.23 2.17e-03     282.10      9.11  -9999.  -9999.  -9999.   -76.4447    39.0560  -9999.  -9999.  -9999.
3117.55  -9999.    210.71 1.62e+00     -1.88      8.90      19146.8     62.17    183.26 2.18e-03     281.91      9.09  -9999.  -9999.  -9999.   -76.4446    39.0560  -9999.  -9999.  -9999.
3118.55  -9999.    210.68 1.64e+00     -1.85      8.88      19152.5     62.11    183.31 2.20e-03     281.75      9.07  -9999.  -9999.  -9999.   -76.4445    39.0561  -9999.  -9999.  -9999.
3119.55  -9999.    210.67 1.65e+00     -1.82      8.87      19158.0     62.05    183.34 2.21e-03     281.57      9.06  -9999.  -9999.  -9999.   -76.4445    39.0560  -9999.  -9999.  -9999.
3120.55  -9999.    210.69 1.65e+00     -1.79      8.86      19163.0     62.00    183.33 2.21e-03     281.39      9.04  -9999.  -9999.  -9999.   -76.4444    39.0560  -9999.  -9999.  -9999.
3121.55  -9999.    210.74 1.64e+00     -1.76      8.85      19167.9     61.95    183.34 2.22e-03     281.23      9.02  -9999.  -9999.  -9999.   -76.4443    39.0560  -9999.  -9999.  -9999.
3122.55  -9999.    210.79 1.64e+00     -1.73      8.83      19173.2     61.90    183.37 2.23e-03     281.09      9.00  -9999.  -9999.  -9999.   -76.4442    39.0560  -9999.  -9999.  -9999.
3123.55  -9999.    210.83 1.64e+00     -1.71      8.82      19178.7     61.84    183.40 2.25e-03     280.98      8.99  -9999.  -9999.  -9999.   -76.4441    39.0560  -9999.  -9999.  -9999.
3124.55  -9999.    210.86 1.63e+00     -1.70      8.81      19184.1     61.79    183.40 2.25e-03     280.90      8.97  -9999.  -9999.  -9999.   -76.4440    39.0559  -9999.  -9999.  -9999.
3125.55  -9999.    210.89 1.63e+00     -1.69      8.80      19188.9     61.74    183.41 2.25e-03     280.85      8.96  -9999.  -9999.  -9999.   -76.4438    39.0559  -9999.  -9999.  -9999.
3126.55  -9999.    210.91 1.63e+00     -1.68      8.79      19193.5     61.70    183.42 2.26e-03     280.83      8.95  -9999.  -9999.  -9999.   -76.4437    39.0560  -9999.  -9999.  -9999.
3127.55  -9999.    210.91 1.63e+00     -1.68      8.78      19197.8     61.65    183.42 2.26e-03     280.84      8.94  -9999.  -9999.  -9999.   -76.4437    39.0560  -9999.  -9999.  -9999.
3128.55  -9999.    210.90 1.63e+00     -1.69      8.78      19202.4     61.61    183.41 2.26e-03     280.89      8.94  -9999.  -9999.  -9999.   -76.4436    39.0560  -9999.  -9999.  -9999.
3129.55  -9999.    210.87 1.63e+00     -1.70      8.77      19207.7     61.55    183.39 2.25e-03     281.00      8.93  -9999.  -9999.  -9999.   -76.4435    39.0559  -9999.  -9999.  -9999.
3130.55  -9999.    210.85 1.63e+00     -1.73      8.77      19213.5     61.50    183.38 2.25e-03     281.15      8.93  -9999.  -9999.  -9999.   -76.4434    39.0559  -9999.  -9999.  -9999.
3131.55  -9999.    210.84 1.62e+00     -1.76      8.76      19219.0     61.44    183.36 2.25e-03     281.35      8.94  -9999.  -9999.  -9999.   -76.4433    39.0558  -9999.  -9999.  -9999.
3132.55  -9999.    210.84 1.61e+00     -1.80      8.76      19223.9     61.39    183.33 2.23e-03     281.59      8.95  -9999.  -9999.  -9999.   -76.4431    39.0558  -9999.  -9999.  -9999.
3133.55  -9999.    210.84 1.60e+00     -1.84      8.77      19228.6     61.35    183.29 2.22e-03     281.85      8.96  -9999.  -9999.  -9999.   -76.4430    39.0558  -9999.  -9999.  -9999.
3134.55  -9999.    210.85 1.60e+00     -1.89      8.77      19233.6     61.30    183.27 2.22e-03     282.13      8.97  -9999.  -9999.  -9999.   -76.4428    39.0558  -9999.  -9999.  -9999.
3135.55  -9999.    210.84 1.60e+00     -1.94      8.78      19238.7     61.25    183.28 2.22e-03     282.43      8.99  -9999.  -9999.  -9999.   -76.4427    39.0558  -9999.  -9999.  -9999.
3136.55  -9999.    210.85 1.60e+00     -1.99      8.79      19243.9     61.19    183.27 2.22e-03     282.74      9.01  -9999.  -9999.  -9999.   -76.4427    39.0559  -9999.  -9999.  -9999.
3137.55  -9999.    210.86 1.59e+00     -2.04      8.80      19249.2     61.14    183.25 2.21e-03     283.06      9.04  -9999.  -9999.  -9999.   -76.4426    39.0558  -9999.  -9999.  -9999.
